id,Name,File,Loop,MinDistance,MaxDistance,Delay,beifen1,beifen2,beifen3
30311,末日公爵武器1-发射,Sound/Scene/30311,0,5,200,0.1,,,
30312,末日公爵武器1-施法过程,,0,5,50,0.1,,,
30313,末日公爵武器1-命中机甲,,0,5,200,0.1,,,
30314,末日公爵武器1-命中建筑,,0,5,200,0.1,,,
30315,末日公爵武器1-命中软地面,,0,5,200,0.1,,,
30316,末日公爵武器1-结束,,0,5,50,0.1,,,
30317,末日公爵武器1-蓄力,,,,,,,,
30321,末日公爵武器2-发射,Sound/Scene/20521,0,5,200,0.1,,,
30322,末日公爵武器2-施法过程,,0,5,50,0.1,,,
30323,末日公爵武器2-命中机甲,Sound/Scene/20524,0,5,200,0.1,,,
30324,末日公爵武器2-命中建筑,Sound/Scene/20524,0,5,200,0.1,,,
30325,末日公爵武器2-命中软地面,Sound/Scene/10125,0,5,200,0.1,,,
30326,末日公爵武器2-结束,,0,5,50,0.1,,,
30327,末日公爵武器2-蓄力,,,,,,,,
30331,末日公爵技能-发射,Sound/Scene/30331,0,5,200,0.1,,,
30332,末日公爵技能-施法过程,,0,5,50,0.1,,,
30333,末日公爵技能-命中机甲,,0,5,200,0.1,,,
30334,末日公爵技能-命中建筑,,0,5,200,0.1,,,
30335,末日公爵技能-命中软地面,,0,5,200,0.1,,,
30336,末日公爵技能-结束,,0,5,50,0.1,,,
30337,末日公爵技能-蓄力,,,,,,,,
30341,末日公爵SP技能-发射,Sound/Scene/30341,0,5,200,0.1,,,
30342,末日公爵SP技能-施法过程,,0,5,50,0.1,,,
30343,末日公爵SP技能-命中机甲,Sound/Scene/30342,0,5,200,0.1,,,
30344,末日公爵SP技能-命中建筑,Sound/Scene/30342,0,5,200,0.1,,,
30345,末日公爵SP技能-命中软地面,Sound/Scene/30342,0,5,200,0.1,,,
30346,末日公爵SP技能-结束,,0,5,50,0.1,,,
30347,末日公爵SP技能-蓄力,,,,,,,,
,,,,,,,,,
1011,通用技能：缓慢恢复-发射,,0,5,200,0.1,,,
1012,通用技能：缓慢恢复-施放,Sound/Scene/1012,0,5,50,0.1,,,
1013,通用技能：缓慢恢复-命中机甲,,0,5,200,0.1,,,
1014,通用技能：缓慢恢复-命中建筑,,0,5,200,0.1,,,
1015,通用技能：缓慢恢复-命中软地面,,0,5,200,0.1,,,
1016,通用技能：缓慢恢复-结束,,0,5,50,0.1,,,
1021,通用技能：缓慢充能-发射,,0,5,200,0.1,,,
1022,通用技能：缓慢充能-施放,Sound/Scene/1022,0,5,50,0.1,,,
1023,通用技能：缓慢充能-命中机甲,,0,5,200,0.1,,,
1024,通用技能：缓慢充能-命中建筑,,0,5,200,0.1,,,
1025,通用技能：缓慢充能-命中软地面,,0,5,200,0.1,,,
1026,通用技能：缓慢充能-结束,,0,5,50,0.1,,,
1031,通用技能：快速恢复-发射,,0,5,200,0.1,,,
1032,通用技能：快速恢复-施放,Sound/Scene/1032,0,5,50,0.1,,,
1033,通用技能：快速恢复-命中机甲,,0,5,200,0.1,,,
1034,通用技能：快速恢复-命中建筑,,0,5,200,0.1,,,
1035,通用技能：快速恢复-命中软地面,,0,5,200,0.1,,,
1036,通用技能：快速恢复-结束,,0,5,50,0.1,,,
1041,通用技能：快速充能-发射,,0,5,200,0.1,,,
1042,通用技能：快速充能-施放,Sound/Scene/1042,0,5,50,0.1,,,
1043,通用技能：快速充能-命中机甲,,0,5,200,0.1,,,
1044,通用技能：快速充能-命中建筑,,0,5,200,0.1,,,
1045,通用技能：快速充能-命中软地面,,0,5,200,0.1,,,
1046,通用技能：快速充能-结束,,0,5,50,0.1,,,
1051,通用技能：红外探测-发射,,0,5,200,0.1,,,
1052,通用技能：红外探测-施放,Sound/Scene/1052,0,5,50,0.1,,,
1053,通用技能：红外探测-命中机甲,,0,5,200,0.1,,,
1054,通用技能：红外探测-命中建筑,,0,5,200,0.1,,,
1055,通用技能：红外探测-命中软地面,,0,5,200,0.1,,,
1056,通用技能：红外探测-结束,,0,5,50,0.1,,,
1061,通用技能：等离子护盾-发射,,0,5,200,0.1,,,
1062,通用技能：等离子护盾-施放,Sound/Scene/1062,0,5,50,0.1,,,
1063,通用技能：等离子护盾-命中机甲,,0,5,200,0.1,,,
1064,通用技能：等离子护盾-命中建筑,,0,5,200,0.1,,,
1065,通用技能：等离子护盾-命中软地面,,0,5,200,0.1,,,
1066,通用技能：等离子护盾-结束,,0,5,50,0.1,,,
1071,通用技能：超速射击-发射,,0,5,200,0.1,,,
1072,通用技能：超速射击-施放,Sound/Scene/1072,0,5,50,0.1,,,
1073,通用技能：超速射击-命中机甲,,0,5,200,0.1,,,
1074,通用技能：超速射击-命中建筑,,0,5,200,0.1,,,
1075,通用技能：超速射击-命中软地面,,0,5,200,0.1,,,
1076,通用技能：超速射击-结束,,0,5,50,0.1,,,
1081,通用技能：快速装弹-发射,,0,5,200,0.1,,,
1082,通用技能：快速装弹-施放,Sound/Scene/1082,0,5,50,0.1,,,
1083,通用技能：快速装弹-命中机甲,,0,5,200,0.1,,,
1084,通用技能：快速装弹-命中建筑,,0,5,200,0.1,,,
1085,通用技能：快速装弹-命中软地面,,0,5,200,0.1,,,
1086,通用技能：快速装弹-结束,,0,5,50,0.1,,,
1091,通用技能：群体加速-发射,,0,5,200,0.1,,,
1092,通用技能：群体加速-施放,Sound/Scene/1092,0,5,50,0.1,,,
1093,通用技能：群体加速-命中机甲,,0,5,200,0.1,,,
1094,通用技能：群体加速-命中建筑,,0,5,200,0.1,,,
1095,通用技能：群体加速-命中软地面,,0,5,200,0.1,,,
1096,通用技能：群体加速-结束,,0,5,50,0.1,,,
